who,voting-status,party,sir-state,shared?,content-bias,xcor,ycor
0,will-not-vote,None,infected,FALSE,neutral,14.50892624,-14.85849807
90,will-vote,B,susceptible,FALSE,neutral,-3.483671671,8.296971421
424,will-vote,B,susceptible,FALSE,neutral,-2.426301316,-10.45920936
436,will-not-vote,None,susceptible,FALSE,neutral,7.35143553,9.92940103
389,will-vote,A,susceptible,FALSE,neutral,-13.85906242,-3.649339496
395,will-vote,A,susceptible,FALSE,neutral,7.703280984,-0.159514856
490,will-vote,B,infected,TRUE,partyB,-6.31827211,7.00187681
365,will-not-vote,B,susceptible,FALSE,neutral,-12.72387667,-7.12557598
304,will-vote,B,susceptible,FALSE,neutral,-10.27189292,-2.170789102
221,will-vote,A,susceptible,FALSE,neutral,-0.556567314,0.152925249
5,will-vote,A,susceptible,FALSE,neutral,10.43866528,10.52497933
116,will-vote,A,susceptible,FALSE,neutral,14.98371729,7.479654752
215,will-vote,B,susceptible,FALSE,neutral,-10.23553523,-5.357128855
183,will-vote,A,infected,TRUE,partyA,6.495913836,-14.1976252
457,will-not-vote,None,susceptible,FALSE,neutral,-14.70607713,7.763073583
169,will-vote,B,susceptible,FALSE,neutral,-4.428062268,-10.04287421
452,will-vote,A,susceptible,FALSE,neutral,8.573331452,12.27418562
326,will-not-vote,B,susceptible,FALSE,neutral,-9.979616881,9.376017597
140,will-vote,A,susceptible,FALSE,neutral,-5.812785545,-3.10810951
115,will-vote,A,susceptible,FALSE,neutral,-5.469378473,-11.48335774
273,will-vote,A,susceptible,FALSE,neutral,-14.55861236,7.932214682
