id,breed,ideology,p_A,p_B,p_N,engagement,susceptibility,voting_intention,xcor,ycor
56,youths,A,0.5338085823259173,0.453461195641346,0.01273022203273661,3,0.4462410735109613,false,15.501117982403393,10.51515757410463
48,youths,A,0.42547779825666526,0.1578118299383111,0.4167103718050236,8,0.7421171462759252,true,18.84551669109306,-9.051651835696255
5,youths,B,0.0488464804658456,0.7564483130534397,0.19470520648071463,8,0.9785391958939907,true,3.150503491104377,2.1662504914217244
494,youths,A,0.6199898776395232,0.20074464721440385,0.179265475146073,0,0.4719688566067654,true,-13.828794790614776,4.061316238771255
109,youths,B,0.2093729114915188,0.4032822158412629,0.3873448726672184,6,0.8046884116468827,true,-1.56640615022404,-6.653421684396131
216,youths,None,0.2680635510844669,0.10701959242987535,0.6249168564856579,4,0.9633110066990079,true,-13.436063773783431,17.50977808153722
343,youths,None,6.628790554631381E-4,0.4312135880768355,0.5681235328677013,1,0.7369510302330851,true,1.5221043068192301,14.769228724529327
372,youths,None,0.2737690991034001,0.2542274636615161,0.47200343723508387,4,0.9524691215860897,true,-6.8348355874835605,-19.772012828347542
576,nonyouths,B,0.23016427016012858,0.44555696650962506,0.3242787633302464,4,0.2781526790350013,true,-12.6499984446906,12.798643712493423
82,youths,B,0.27774675939843496,0.6261307463707526,0.09612249423081246,9,0.687210121419018,true,-5.1539665492353475,-17.27501511792686
338,youths,None,0.42980802390353573,0.13000530613311012,0.4401866699633541,5,0.5772409641366854,true,-10.63236725829393,-19.26257869153188
542,nonyouths,B,0.34939975645426735,0.48487226184979676,0.16572798169593603,8,0.3976332802374942,true,-13.824724617744707,-19.968142602118903
361,youths,A,0.34682806033995905,0.31696702378784897,0.336204915872192,8,0.948877413698566,false,-11.396966816181212,12.110586991222526
340,youths,A,0.530727743627418,0.39802388881787537,0.0712483675547066,10,0.4691706759855537,true,18.20000481437158,-3.314162531711105
209,youths,None,0.34247064324916854,0.13864467946721268,0.5188846772836188,3,0.4721834898954139,true,11.947209175998054,4.855359069640002
545,nonyouths,A,0.5271805668939631,0.34201292660142923,0.13080650650460765,6,0.5107582460317256,true,-11.929636803367034,-4.420510014788139
93,youths,B,0.06323674570098196,0.6069267819703765,0.32983647232864155,5,0.9731453498185965,true,12.660586468136032,-16.043463137134736
232,youths,A,0.822001397827713,0.10959728721688679,0.06840131495540025,2,0.47462996915937655,false,6.489335489833191,-16.165733428571595
395,youths,A,0.6111286859161367,0.3854638374423083,0.0034074766415550625,10,0.8530221034433324,false,-7.922136385263334,2.2919928961450893
457,youths,A,0.5437899807371483,0.19836722269526313,0.25784279656758863,3,0.961528947751726,true,-1.4250209439199253,1.4844512699978623
549,nonyouths,A,0.5577572455315386,0.16317495137049476,0.2790678030979667,5,0.4483261347405275,true,11.503273969374874,20.111775288045834
177,youths,A,0.5473487869666207,0.02352773101189118,0.4291234820214882,2,0.4426461629330441,false,-19.61856245627217,-19.4599415249682
12,youths,A,0.40561309418909963,0.3777565112516864,0.21663039455921398,0,0.4439288790490367,true,10.17616987661268,20.174879142296717
433,youths,A,0.40963586871258145,0.22930181020363397,0.3610623210837846,1,0.821292078542212,false,-5.978261166532054,6.865518579466794
287,youths,None,0.16210393340849166,0.29887819799305554,0.5390178685984528,0,0.9256297757272929,false,-11.025761862246192,19.965663637337997
399,youths,None,0.3508359898958166,0.08892725047638257,0.5602367596278008,4,0.8630403465789094,false,-5.055002223617841,5.932933956325726
32,youths,A,0.5108801842792438,0.3491143554752937,0.1400054602454625,9,0.4457354027585574,true,15.008941578957632,11.609197176215552
315,youths,None,0.33980857371835516,0.28751562030603967,0.3726758059756052,10,0.747209400850272,true,-1.7225649243626435,9.9924395384553
513,nonyouths,A,0.6136018183475647,0.3091667092994335,0.07723147235300165,1,0.40131755609182285,true,-2.204650022866339,-3.2998766515086473
252,youths,B,0.40875574746454374,0.4960531647532277,0.09519108778222854,5,0.48093894178923535,false,-0.5865614221204716,-1.1645765005406403
133,youths,B,0.36229697993133947,0.3861254337423256,0.25157758632633487,1,0.5682597425560958,true,2.0682003843921564,-12.813729248871262
502,nonyouths,None,0.34218371558102434,0.2658267896871163,0.3919894947318594,0,0.19449408140473826,true,0.9503905263326722,-5.399456023730201
129,youths,None,0.157890135315921,0.10765219811843235,0.7344576665656465,8,0.8931423200396844,false,10.940219258596333,-7.196405823315734
396,youths,A,0.6122997794030638,0.38761365032014816,8.657027678806231E-5,0,0.5589201043124707,true,-14.481761783086316,-0.666032159270106
92,youths,A,0.3951496440361631,0.21905295054097054,0.3857974054228662,9,0.5634803348387388,false,-4.703069546061547,6.634668675033758
194,youths,None,0.25536557994371595,0.35218955363355303,0.39244486642273113,5,0.5863555372105701,false,-14.60176374317718,1.1024040090348635
426,youths,None,0.3523444591807296,0.21822214230324682,0.4294333985160235,7,0.6585697716119283,false,2.2486880498685977,-13.579581281667895
245,youths,A,0.73608157623297,0.03463665034647541,0.2292817734205545,6,0.7562545458806427,true,19.74494032269159,18.0919869880817
251,youths,B,0.3737217369497382,0.3848320610386295,0.24144620201163225,1,0.9985190027977512,true,3.7591040553388417,-6.0472424294551
407,youths,A,0.42407746520048994,0.23767617419907927,0.3382463606004308,7,0.7172703160204787,true,-5.685871589553509,13.236291587290992
493,youths,B,0.011673787905069363,0.61662645830433,0.3716997537906006,3,0.6832865920824194,false,2.197607716804434,-18.517858534317952
74,youths,B,0.3236693797277762,0.5621765851688115,0.11415403510341213,1,0.5473317376254665,true,-4.137377364595597,-5.647604551084148
390,youths,B,0.009528339764376345,0.7676213724763296,0.22285028775929408,10,0.7992772661669671,true,6.433455942269379,4.175894596768565
484,youths,B,0.3397366903005315,0.3999789724420698,0.2602843372573986,9,0.4621281537186662,false,-14.578379376220816,4.611996398616519
392,youths,A,0.7454418846130755,0.2043217860407997,0.05023632934612487,10,0.5341834966070398,false,-5.423038720129407,10.954614895080208
280,youths,B,0.2995408565356872,0.36692873351689353,0.3335304099474193,3,0.8768470821185939,true,-2.457438744002509,-1.521363133509265
223,youths,B,0.01721447384395667,0.5153540050648634,0.46743152109117986,9,0.45896367678082367,false,18.9832591296815,-14.092351088955517
49,youths,A,0.37026867670846636,0.29765482162094925,0.3320765016705844,10,0.8205464570212517,true,0.9946483774257047,-3.945801721704054
424,youths,B,0.2772619730424644,0.5836994608262553,0.13903856613128024,6,0.7298290085743879,false,5.223309065750758,-0.8526367180927821
327,youths,A,0.4911020669477638,0.03601131664679612,0.4728866164054401,10,0.8945003046453079,true,-5.071342860842968,19.92356076375534
351,youths,None,0.11234302750538631,0.36361543000671426,0.5240415424878995,0,0.5338381407259792,true,-2.2170305321880406,-11.289315510424826
471,youths,None,0.02826197569547782,0.2505075507054616,0.7212304735990606,1,0.5191804948941947,true,-3.1072854714372546,3.44778797414903
111,youths,None,0.3810439941360647,0.20122523279118293,0.4177307730727524,9,0.7082789427699434,false,-12.58050876655004,-9.783928738072762
128,youths,A,0.5630685189359237,0.29568597448069156,0.1412455065833849,1,0.7564095471952954,true,1.6061012421171164,-13.998698349961874
425,youths,None,0.15314562768729387,0.36807550753790313,0.4787788647748029,3,0.883337037610115,true,11.57948085267494,5.894846970976047
314,youths,A,0.6403655297277491,0.22020605207674598,0.13942841819550492,6,0.8562943482223542,false,17.72805649760916,20.106572304581192
152,youths,None,0.32177021930994215,0.1921968943259407,0.4860328863641172,3,0.8570112716018656,false,-17.114381162447895,-11.031557099105886
246,youths,A,0.5971580878583816,0.3366550115639604,0.06618690057765798,0,0.5654149290968167,true,19.45138806249112,-0.1898125568444513
84,youths,None,0.148799454983972,0.216327046213467,0.6348734988025612,2,0.763758776810862,true,4.0145602801108105,-7.453209683955913
554,nonyouths,B,0.17922150419414265,0.4243232171488746,0.39645527865698277,6,0.4362739578748256,false,-10.463484684196164,4.8271874867608915
179,youths,None,0.08742716788317566,0.3213530299313965,0.5912198021854278,6,0.7966099273259006,true,5.182606707297833,-5.33111279704711
23,youths,B,0.434851160063655,0.5394118066458036,0.02573703329054148,1,0.6416541780344192,true,2.532714883869396,-17.903702071716364
579,nonyouths,A,0.48904717159229655,0.3683754755827715,0.142577352824932,1,0.382492026791279,false,-4.25322336636248,11.229635619703206
154,youths,A,0.48391249556806143,0.37875848757102276,0.13732901686091575,5,0.8103768311658053,false,-5.523037680160142,1.7589186701854445
429,youths,B,0.23604033484328793,0.4398294579763853,0.32413020718032687,9,0.6623506914747533,true,10.699508862087058,16.63286390859492
572,nonyouths,A,0.42295000008989553,0.34507972524796016,0.23197027466214443,5,0.5937965423365935,true,5.770881108040033,14.953257166011042
452,youths,A,0.6910780973124283,0.11595341881350812,0.1929684838740635,1,0.425614059113041,true,-13.477258658108372,-10.075562467428588
101,youths,B,0.26616482130035674,0.5552477588073459,0.17858741989229743,5,0.4548473002896298,true,-16.676209334421046,-3.310886977913146
3,youths,A,0.5378534441320046,0.39344600037090327,0.06870055549709207,10,0.6591681592248169,false,16.09121765253831,3.888337256770207
418,youths,B,0.31904766398645124,0.4587160389778905,0.22223629703565825,5,0.6307191602736213,false,-20.053165244262892,7.373390309975747
304,youths,None,0.22947049021430868,0.3043512319059026,0.4661782778797887,9,0.9189547116343819,false,-5.260759035337539,9.054613581491761
498,youths,None,0.2725704204527678,0.2326210624090357,0.4948085171381965,8,0.6616937305660457,true,7.290285116262204,-6.623778924874026
354,youths,A,0.5398707765679027,0.11749087451916415,0.342638348912933,10,0.7283065735731098,true,-17.00447789168765,6.93127827050462
139,youths,A,0.901084635410971,0.05645910855216483,0.04245625603686417,10,0.9654498046544703,false,-13.444421914304726,0.5568660214570507
564,nonyouths,B,0.05208395288600121,0.48935806531316867,0.45855798180083013,4,0.44685997874584327,true,-20.066576505270866,-4.816333359805466
499,youths,None,0.3377153943737535,0.26110343423502275,0.40118117139122383,5,0.4257352207388127,true,-13.763226431880113,-8.015614085231462
284,youths,B,0.26219118272928993,0.4346384646757102,0.3031703525949999,0,0.5438638348346643,true,5.527272319195166,11.13928475765022
117,youths,A,0.608811544799423,0.05840231212204859,0.3327861430785285,4,0.8435548565044042,true,8.800047801688848,-11.832729653802533
130,youths,A,0.7503226470112613,0.1258669098234522,0.12381044316528649,5,0.866447573407215,false,11.543405875815132,-18.955032033329147
374,youths,None,0.32486730484856574,0.2668103986473654,0.40832229650406887,7,0.9752780574729039,false,-16.88789110828022,-4.322417022306368
36,youths,None,0.11010274647544092,0.3344400351643878,0.5554572183601714,7,0.6249239034383861,true,8.966665715284062,17.059252993580685
76,youths,A,0.40815789111715234,0.29478555059289513,0.2970565582899526,8,0.871183683972276,false,-11.38522714376761,-18.32387291755719
530,nonyouths,None,0.3525190168908582,0.07409733465460713,0.5733836484545347,1,0.4326913011898704,true,2.0010625685607906,-3.2863593516967917
379,youths,A,0.5211453809231344,0.4111170801283312,0.06773753894853451,10,0.5449526760162591,true,16.840654040796487,2.5916173650867194
440,youths,B,0.279024577666935,0.6082545305397236,0.11272089179334134,3,0.8036693613646602,true,3.7535118461974584,-13.53447854014862
275,youths,None,0.30529865408353185,0.058904008922020794,0.6357973369944474,8,0.7741852251661843,true,6.642770037224704,12.826488490842252
258,youths,B,0.2988526429597447,0.37831657294457743,0.32283078409567806,8,0.6757249168997841,true,1.4091995767757446,3.883758909305797
