id,breed,ideology,p_A,p_B,p_N,engagement,susceptibility,voting_intention,xcor,ycor
193,youths,None,0.35071027379532776,0.28247266628126005,0.3668170599234122,8,0.1,false,7.032090695717734,9.289106771147647
230,youths,A,0.8840532732786415,0,0.1159467267213586,3,0.1,true,-11.605405212689117,-11.300469770013208
318,youths,None,0.20011876426568967,0,0.7998812357343104,8,0.1,false,-8.489858375554492,-18.10586697729562
281,youths,B,0.33385662902990904,0.41169468826251987,0.2544486827075711,1,0.1,false,18.157111901961798,16.968761028551313
212,youths,B,0.3511981075351301,0.6488018924648701,0,6,0.1,true,10.229089094960674,-18.82558335130708
21,youths,None,0,0,1,10,0.1,false,14.877246958350113,8.676928855162178
232,youths,A,0.8942353074138361,0,0.10576469258616378,2,0.1,false,6.489335489833191,-16.165733428571595
168,youths,B,0,0.7805541940461098,0.21944580595389018,7,0.13515294126398442,true,-14.621794516407352,-7.666687907857014
335,youths,A,0.6015349879046522,0.35645650456115785,0.042008507534190026,1,0.10400593176796712,true,-5.543713163896459,7.269925579713366
545,nonyouths,A,0.4313825437514508,0.39880723519472455,0.1698102210538245,6,0.1,true,-11.929636803367034,-4.420510014788139
92,youths,None,0.21905990999724703,0.001269090878817082,0.7796709991239359,9,0.1,false,-4.703069546061547,6.634668675033758
40,youths,None,0,0,1,9,0.1,false,12.445590270979984,-14.468788395604118
55,youths,None,0.17313889279885902,0.3154281683986617,0.5114329388024793,4,0.1,true,-15.973001835707425,1.51484404458499
389,youths,None,0.4609069123751881,0,0.5390930876248118,3,0.1,false,0.6614098159736699,9.714442668809486
138,youths,None,0.37044986999823953,0.2409094005295121,0.38864072947224837,6,0.1,true,18.58287965871409,-11.97888612854768
382,youths,B,0,0.9371662511379835,0.06283374886201654,5,0.1,true,-9.79392504844025,-15.014041533494733
152,youths,A,0.5746603058816965,0,0.42533969411830347,3,0.1,false,-17.114381162447895,-11.031557099105886
66,youths,B,0,0.5595438369381485,0.4404561630618514,10,0.1,true,4.06723638141942,9.755092364638472
61,youths,B,0.018663228222711346,0.5525941271391466,0.4287426446381421,8,0.1,true,10.286943371751768,-6.3132627758240645
419,youths,None,0,0,1,8,0.1,false,-8.897071096926576,11.769956479507307
244,youths,A,0.6277288634681669,0.16862382735236092,0.20364730917947216,2,0.1,false,-6.921801300293193,-12.349029091345848
566,nonyouths,A,0.4885787431136588,0.3097846352222311,0.20163662166411017,0,0.1,false,-16.368395579382664,0.137265124843843
11,youths,B,8.159337914220612E-4,0.5304142480035953,0.46876981820498265,2,0.1,false,9.574778556154978,-2.3184348349293877
256,youths,None,0.15451288624291717,0.1000216774747989,0.7454654362822839,1,0.16603854972236945,false,14.827411880035719,-10.959786853518368
249,youths,None,0.33790256544432284,0.2505007995770744,0.41159663497860277,10,0.1,true,-20.1145058984719,-3.544008082216802
345,youths,B,0.31439989594771706,0.4221106873901916,0.26348941666209147,1,0.1,true,-16.616282576726597,-5.654673779383838
218,youths,None,0.4711585053441839,0.02177149492099159,0.5070699997348246,5,0.10684459838745447,true,-18.985424911866748,-12.43895120675478
375,youths,None,0.02191939338676177,0,0.9780806066132383,3,0.1,false,-20.48010387754676,19.888108071929295
231,youths,None,0.0424484296477581,0,0.9575515703522419,3,0.1,false,-2.8242089340828933,3.9392099241877645
127,youths,None,0,0,1,4,0.1,false,10.602795102219886,-12.647102393770794
299,youths,B,0.1437858318543271,0.6132550816713616,0.24295908647431136,2,0.1,true,11.95625739962368,-0.04688029538279892
126,youths,None,0,0,1,6,0.1,false,18.275728128079983,-19.435623850817343
464,youths,None,0.16596555311226374,0.1596644259625422,0.674370020925194,1,0.1,false,-7.247330305232936,10.854131217299692
439,youths,B,0.21608936996034855,0.6189364847631167,0.16497414527653487,8,0.1,true,19.042033807319413,2.062279904486779
177,youths,A,0.6056114596950813,0,0.3943885403049187,2,0.1,false,-19.61856245627217,-19.4599415249682
396,youths,A,0.9427194788182969,0,0.05728052118170317,0,0.1,false,-14.481761783086316,-0.666032159270106
227,youths,A,1,0,0,10,0.1296213035627431,true,0.9278097899758286,17.294487850349057
51,youths,None,0,0.1069617462484697,0.8930382537515302,6,0.1930822708318249,false,12.731429695664879,2.2913257892400765
418,youths,A,0.9891047679550834,0.010895232044916693,0,5,0.1,true,-20.053165244262892,7.373390309975747
556,nonyouths,A,0.6785069278969885,0,0.32149307210301153,2,0.1,true,-17.157075601504296,12.152943563880733
211,youths,None,0.17834577213502661,0,0.8216542278649733,6,0.1,false,19.044622018557185,-10.16076215128901
468,youths,B,0.23384303035110693,0.7661569696488931,0,10,0.1,true,4.98765430649237,5.223491787079936
500,nonyouths,A,0.5081708505690082,0.01877466040758538,0.47305448902340635,5,0.1,true,-13.529139581228584,0.7767602064561885
487,youths,A,0.9192189106113687,0.007099201438799126,0.07368188794983212,2,0.1,true,-1.237462060994563,-0.2957473533507091
577,nonyouths,A,0.9038463361059141,0,0.0961536638940859,1,0.1,true,-18.639267183580426,9.696155339124328
507,nonyouths,None,0.1857423508695078,0.22271118840256338,0.5915464607279289,2,0.1,false,12.402092348013667,9.868658889896047
247,youths,None,0.1969384012402561,0,0.8030615987597439,10,0.1,false,-8.693093649855996,-19.936526693672064
172,youths,B,0.18721325594746424,0.5837868624784923,0.22899988157404344,3,0.1,true,-1.0310146732750134,12.681600578012066
501,nonyouths,B,0.3021842189291609,0.3520113094872931,0.3458044715835461,6,0.1,false,-2.8167499074570657,6.742940894749022
354,youths,A,1,0,0,10,0.1,true,-17.00447789168765,6.93127827050462
378,youths,A,0.8305519039021094,0.14349048061344627,0.02595761548444439,10,0.1457064872017615,true,-15.154158220123385,3.1399705776395876
414,youths,None,0,0.1935812662751993,0.8064187337248008,6,0.1,false,13.529059300639247,8.041736555810974
427,youths,A,0.7264775483297271,0.273522451670273,0,1,0.1,false,13.704729346595343,-10.132486514858687
549,nonyouths,A,0.7480237224699434,0.1999457135115697,0.052030564018486936,5,0.1,true,11.503273969374874,20.111775288045834
213,youths,None,0.11305870718411372,0,0.8869412928158864,10,0.1,false,-12.137978416565556,18.195981052353744
395,youths,A,1,0,0,10,0.1,true,-7.922136385263334,2.2919928961450893
50,youths,None,0,0,1,9,0.2676149339211731,false,8.588963387355129,8.520875883050945
205,youths,None,0.323202030117626,0.016483545284636112,0.6603144245977379,0,0.1,false,2.6480448322704575,-6.356565375887051
544,nonyouths,None,0.37567559200537815,0.18444092474522908,0.4398834832493928,5,0.1,false,13.486187827193689,-6.495390323190561
392,youths,A,0.859370221301208,0.04758095285322898,0.09304882584556307,10,0.1,true,-5.423038720129407,10.954614895080208
188,youths,None,0.04407761715054343,0,0.9559223828494565,1,0.1,false,0.5312239211446332,6.09093550093495
88,youths,None,0,0,1,8,0.1,false,-1.9258998957061486,4.0485597112591805
494,youths,A,0.6984586048207603,0.0855309052476274,0.21601048993161243,0,0.1,false,-13.828794790614776,4.061316238771255
34,youths,B,0,0.7536253743037787,0.2463746256962214,6,0.1,true,2.1900716103677134,5.0707412527913505
73,youths,None,0,0.36566130616980885,0.6343386938301913,7,0.10508997877493895,true,-12.719837341955081,13.820895816514287
289,youths,A,1,0,0,7,0.1,true,-15.39095263763224,4.146889042167608
447,youths,A,0.5049077988034834,0,0.49509220119651653,3,0.1,false,10.074817499899858,-4.520260607982559
146,youths,None,0.07160809989975978,0.06503166167292093,0.8633602384273193,6,0.1,false,16.817676736620683,-13.134972868721043
139,youths,None,0.38073003798230903,0.12203561395033165,0.4972343480673593,10,0.2654920968968152,true,-13.444421914304726,0.5568660214570507
165,youths,A,0.9863486994173105,0.01365130058268952,0,6,0.14885311875530483,true,-3.1876286568148835,11.019696428842398
559,nonyouths,None,0.11220548273900081,0,0.8877945172609991,0,0.1,false,17.633555625219145,-14.020880986492724
119,youths,A,0.5912448305916262,0,0.4087551694083737,7,0.13318283481544607,true,-16.57482396649782,10.749438480241714
134,youths,None,0.21412842666590376,0,0.7858715733340963,1,0.1,false,-5.882786705728231,-19.807549107070873
515,nonyouths,A,0.7359859870819011,0.07356551538347518,0.19044849753462384,8,0.1,true,16.465804896818554,17.39762621026899
502,nonyouths,None,0.31826863153741414,0.07673949155572901,0.6049918769068569,0,0.1,false,0.9503905263326722,-5.399456023730201
236,youths,None,0,0.24110850403006254,0.7588914959699374,3,0.1,false,0.6634496610360898,1.2618856768440985
575,nonyouths,None,0.11488840491338992,0.34165229308473316,0.543459302001877,7,0.1,true,5.854241055913683,8.18952951002326
279,youths,B,0,1,0,1,0.1,true,4.184365139927433,1.0595126834109188
349,youths,None,0.10744396608769947,0.03527560177313633,0.8572804321391642,5,0.1,false,12.687041057062878,9.043458950559064
210,youths,None,0.11056803485937539,0.1801806394885086,0.709251325652116,0,0.1,false,-7.554471633814799,-1.422409929465804
181,youths,A,1,0,0,4,0.1,true,-16.758686932169695,3.481827022680399
441,youths,A,0.5157641967219665,0,0.48423580327803356,3,0.1,false,-16.420795136054245,5.118382175720335
312,youths,B,0,0.6256783159355074,0.3743216840644926,8,0.225546494660678,true,-2.501555699150593,-11.021698319464763
562,nonyouths,B,0.10963357232344993,0.621191823044584,0.2691746046319662,6,0.1,true,15.334199823070598,-0.842135290348665
417,youths,None,0,0,1,4,0.1,false,13.353138371024329,-14.464271000727535
428,youths,A,1,0,0,5,0.1,true,-10.965075189412921,-1.162848736804154
364,youths,None,0,0,1,3,0.1,false,8.506826078880898,9.157837789332724
238,youths,None,0,0.29771683734404475,0.7022831626559554,8,0.1,false,-8.825681627602847,17.770032297847983
60,youths,B,0,0.9486377234821337,0.051362276517866214,4,0.1,true,4.15030603235947,-19.99144759862239
344,youths,B,0,0.8568612792919336,0.14313872070806632,7,0.10282961205151513,true,1.4075894644503855,-13.654489470530013
444,youths,None,0.07273866170101682,0,0.927261338298983,3,0.1,false,19.53008827916159,2.8576374901923884
463,youths,B,0,0.5243574778146545,0.47564252218534564,0,0.16319418485639797,false,-6.757252201023514,-14.523045191739186
550,nonyouths,B,0.3234331717222084,0.49500485183532333,0.18156197644246835,5,0.1,false,2.7906727330309486,11.333652617607076
23,youths,A,0.44874100747380374,0.2697931443874293,0.2814658481387669,1,0.1,false,2.532714883869396,-17.903702071716364
517,nonyouths,None,0.05199170705440696,0,0.948008292945593,5,0.1,false,8.188576747643722,13.414978917988762
240,youths,None,0,0,1,5,0.1545293137986657,false,-1.1049614078913272,-0.9753133154051596
263,youths,B,0.3088650902710242,0.660367154686035,0.03076775504294082,6,0.1,true,12.562253191416104,-4.842546768616943
372,youths,None,0,0,1,4,0.19728857199820612,false,-6.8348355874835605,-19.772012828347542
251,youths,None,0,0,1,1,0.31639386144003134,false,3.7591040553388417,-6.0472424294551
422,youths,None,0,0,1,7,0.1,false,-17.88409202894959,-3.8953934185562353
340,youths,A,0.8402140133884108,0.047905826200980856,0.11188016041060836,10,0.1,true,18.20000481437158,-3.314162531711105
383,youths,A,0.6406386701571787,0,0.3593613298428213,9,0.1,true,10.089613637005431,14.461294386668094
153,youths,B,0,0.681006187687606,0.3189938123123941,7,0.17868589573455698,true,-6.86686151993116,-7.556210102475502
496,youths,None,0,0,1,2,0.12090153926121396,false,-10.005131221353768,19.93607974421748
105,youths,None,0.03813125940141909,0,0.9618687405985809,1,0.1,false,6.89857529749095,8.612239741026247
259,youths,None,0.25055414109237456,0.16907835150225606,0.5803675074053695,10,0.1,false,-14.66018803817271,4.605549076841054
398,youths,None,0.256441097895631,0.35689483481000966,0.38666406729435926,6,0.1,true,12.193471761861154,-1.343343745795142
584,nonyouths,B,0.23323425351911936,0.7010912851844316,0.06567446129644897,7,0.1,true,20.02066344818593,-5.709185067671465
497,youths,B,0,0.8397043420396352,0.1602956579603648,0,0.1,false,14.003650573199423,13.711235255864501
286,youths,None,0,0,1,4,0.12700308740447586,false,-12.999524933463272,-9.05077019584696
72,youths,B,0.11627135298769779,0.7277495508554923,0.15597909615680997,6,0.1,true,-13.810044264338668,-18.61550450809807
17,youths,None,0.1360628370794507,0,0.8639371629205492,10,0.1,false,2.3544303563592592,-19.727282834050122
334,youths,None,0.3212705917786999,0,0.6787294082213002,9,0.1,true,11.70949048622603,-13.016475190915159
512,nonyouths,A,0.5072125913327528,0.26846605420302727,0.2243213544642199,2,0.1,true,5.936323480654863,-5.7407229638024955
258,youths,None,0.2242275274890378,0.38046911285849205,0.39530335965247027,8,0.1,true,1.4091995767757446,3.883758909305797
462,youths,B,0,1,0,8,0.1,true,10.83741233186834,18.353601426829925
6,youths,None,0.23162407481475963,0.01353193324610151,0.754843991939139,0,0.1,false,-10.081473069460833,-0.17509867261743395
282,youths,None,0,0,1,1,0.1,false,7.947673586633453,13.550229882563613
53,youths,A,0.6894584582774272,0,0.3105415417225727,1,0.1,false,-9.950713743232502,1.260344357533537
477,youths,None,0.032348501913921496,0.3462098868949433,0.6214416111911353,4,0.1,false,-14.32534338567,6.998109685685865
480,youths,A,0.5664132053960996,0.05800848117419954,0.37557831342970077,10,0.1,true,4.754488094243737,-9.001846165514475
158,youths,None,0.22424096109853978,0.009296903046965954,0.7664621358544943,6,0.1,false,4.083392826643756,-0.7155979807525128
331,youths,B,0,0.848692675049146,0.15130732495085397,4,0.1,true,-10.03495538351913,-9.181326532629278
572,nonyouths,A,0.6616821557893661,0.24340192166347785,0.09491592254715601,5,0.1,true,5.770881108040033,14.953257166011042
307,youths,None,0.05342272275418034,0,0.9465772772458196,1,0.20975056456145758,false,9.975092617108505,13.00061881109852
69,youths,None,0.0479583196790482,0.4683330437615996,0.48370863655935226,5,0.1,true,12.563401054555186,6.181329139840777
413,youths,None,0.11439706993569984,0.345392324550957,0.5402106055133432,9,0.1,true,6.00080886907816,-20.40833668118303
58,youths,None,0.3767323706935938,0.21530287736820067,0.4079647519382057,9,0.1,true,-11.178626048069274,13.189291496697265
476,youths,A,0.45220530420647675,0.17745977159217996,0.37033492420134334,10,0.1,true,-18.707689713132808,-8.757683674717326
288,youths,B,0.3616545101033844,0.451530872443148,0.18681461745346767,1,0.1,true,6.059519640844442,-4.1605967015241845
250,youths,None,0,0,1,2,0.1,false,10.111660342161805,-12.079408841291567
350,youths,None,0.21233449166368518,0.20355114038464664,0.5841143679516683,9,0.1,true,6.36583679890499,7.167886411461847
521,nonyouths,None,0.2966691125863742,0.28116879336329736,0.4221620940503285,5,0.1,true,-12.082993715097496,4.427212872416284
207,youths,A,0.6021130483453359,0,0.3978869516546641,3,0.1,true,-19.42631637240735,12.160369228291891
374,youths,None,0.0994870326327602,0.011492610992711873,0.889020356374528,7,0.18501432434272141,false,-16.88789110828022,-4.322417022306368
373,youths,None,0.36447058275088673,0.11106760247656575,0.5244618147725476,10,0.1,true,-6.103622171331114,-12.181268626437918
314,youths,None,0.2110844415757256,0,0.7889155584242745,6,0.1,false,17.72805649760916,20.106572304581192
